customer_name,total_sales,total_quantity,total_profit,average_discount,average_shipping_days,number_of_orders,cluster,segment_name
Evan Bailliet,8006.0,176,565.6232,0.13127659574468084,4.297872340425532,47,1,Regular Customers
Evan Henry,16377.0,193,2281.5105200000003,0.14511475409836067,4.180327868852459,61,1,Regular Customers
Evan Minnotte,19672.0,232,3647.45576,0.09412121212121212,3.106060606060606,66,0,High-Value Customers
Filia McAdams,17287.0,237,1394.0246,0.13886956521739133,4.318840579710145,69,0,High-Value Customers
Frank Atkinson,14350.0,229,1496.1937,0.2285483870967742,3.9193548387096775,62,1,Regular Customers
Frank Carlisle,12410.0,177,2780.7909999999997,0.09549019607843137,4.470588235294118,51,1,Regular Customers
Frank Gastineau,9704.0,156,1034.1122,0.14886363636363636,3.840909090909091,44,1,Regular Customers
Frank Hawley,13686.0,160,3547.5756,0.09937499999999999,3.4375,48,1,Regular Customers
Frank Merwin,16388.0,272,2601.29072,0.15496103896103897,3.9220779220779223,77,0,High-Value Customers
Frank Olsen,17775.0,296,3023.7504,0.13341176470588234,3.7058823529411766,85,0,High-Value Customers
Frank Preis,10760.0,211,937.1935000000001,0.19490909090909092,4.2727272727272725,55,1,Regular Customers
Fred Chung,9323.0,156,1496.69624,0.11258823529411764,3.764705882352941,51,1,Regular Customers
Fred Harton,10766.0,138,2888.03482,0.08623809523809524,4.095238095238095,42,1,Regular Customers
Fred Hopkins,30404.0,290,4609.29112,0.1413658536585366,3.707317073170732,82,0,High-Value Customers
Fred McMath,7441.0,142,1015.5115,0.23021739130434782,3.8043478260869565,46,1,Regular Customers
Fred Wasserman,18194.0,234,1683.7903999999999,0.15597222222222223,4.125,72,0,High-Value Customers
Gary Hansen,15269.0,270,613.8054799999999,0.14213157894736841,3.3684210526315788,76,0,High-Value Customers
Gary Hwang,24629.0,377,3908.1151000000004,0.13823529411764707,3.607843137254902,102,0,High-Value Customers
Gary McGarr,16518.0,189,1665.0138799999997,0.13455172413793104,3.586206896551724,58,1,Regular Customers
Gary Mitchum,11011.0,148,2872.1064,0.14534883720930233,4.651162790697675,43,1,Regular Customers
Gary Zandusky,24700.0,255,3742.4389,0.11794871794871795,4.32051282051282,78,0,High-Value Customers
Gene Hale,15488.0,208,2295.9524,0.10279999999999999,4.14,50,1,Regular Customers
Gene McClure,11003.0,175,1553.25212,0.09885106382978723,4.042553191489362,47,1,Regular Customers
George Ashbrook,13806.0,216,792.3443199999999,0.14486206896551726,3.8793103448275863,58,1,Regular Customers
George Bell,12183.0,185,656.2901,0.1464285714285714,4.25,56,1,Regular Customers
George Zrebassa,15294.0,200,4105.5978000000005,0.12142307692307693,4.288461538461538,52,1,Regular Customers
Georgia Rosenberg,13850.0,212,496.27974,0.18583870967741936,3.5483870967741935,62,1,Regular Customers
Giulietta Baptist,12570.0,234,1633.26568,0.12184848484848484,3.8636363636363638,66,1,Regular Customers
Giulietta Dortch,18705.0,218,1888.1499,0.17164285714285715,3.607142857142857,56,1,Regular Customers
Giulietta Weimer,18071.0,215,1199.0592,0.14912280701754385,4.350877192982456,57,1,Regular Customers
Grace Kelly,19982.0,236,3495.2934,0.17307692307692307,3.9692307692307693,65,0,High-Value Customers
Grant Thornton,20226.0,182,-3577.92306,0.18508333333333335,3.9583333333333335,48,1,Regular Customers
Greg Guthrie,13901.0,279,1523.52326,0.09669333333333333,3.8933333333333335,75,0,High-Value Customers
Greg Hansen,13997.0,240,1584.66962,0.2102153846153846,4.507692307692308,65,1,Regular Customers
Greg Matthias,13600.0,235,-1337.92006,0.20502702702702705,4.0675675675675675,74,1,Regular Customers
Greg Maxwell,15355.0,203,-11.358500000000213,0.13671875,4.046875,64,1,Regular Customers
Greg Tran,35552.0,310,5214.13118,0.14144827586206898,4.528735632183908,87,0,High-Value Customers
Guy Armstrong,10285.0,208,771.9774,0.17875,4.34375,64,1,Regular Customers
Guy Phonely,15403.0,256,1250.1096,0.15,3.824324324324324,74,0,High-Value Customers
Guy Thornton,9061.0,195,784.1793200000001,0.106,3.7580645161290325,62,1,Regular Customers
Hallie Redmond,15680.0,206,1705.2724,0.1098360655737705,4.852459016393443,61,1,Regular Customers
Harold Dahlen,20070.0,249,2631.1922,0.19098765432098766,4.283950617283951,81,0,High-Value Customers
Harold Engle,10993.0,240,1710.43802,0.12273239436619719,4.253521126760563,71,1,Regular Customers
Harold Pawlan,8517.0,157,880.2212,0.1522222222222222,3.7333333333333334,45,1,Regular Customers
Harold Ryan,10034.0,130,1456.03576,0.15163636363636365,3.977272727272727,44,1,Regular Customers
Harry Greene,24217.0,343,-291.4922799999999,0.11912871287128712,4.267326732673268,101,0,High-Value Customers
Harry Marie,28477.0,313,6958.2864,0.1591764705882353,4.576470588235294,85,0,High-Value Customers
Heather Jas,15435.0,227,2618.261,0.07691176470588236,3.6323529411764706,68,0,High-Value Customers
Heather Kirkland,15541.0,204,2494.9302000000002,0.12233333333333334,3.9,60,1,Regular Customers
Helen Abelman,16930.0,234,-761.6941599999999,0.22893548387096774,3.9838709677419355,62,1,Regular Customers
Helen Andreada,10414.0,209,1561.1586,0.13412698412698415,3.7777777777777777,63,1,Regular Customers
Helen Wasserman,18372.0,235,2555.1131,0.09272727272727273,3.5757575757575757,66,0,High-Value Customers
Henia Zydlo,12487.0,174,741.4829,0.1942456140350877,3.8596491228070176,57,1,Regular Customers
Henry Goldwyn,17168.0,271,-1597.5109,0.1476338028169014,4.140845070422535,71,1,Regular Customers
Henry MacAllister,17128.0,222,2673.3391,0.105625,4.453125,64,0,High-Value Customers
Herbert Flentye,11813.0,241,-653.1279,0.1716883116883117,4.1558441558441555,77,1,Regular Customers
Hilary Holden,15229.0,242,2432.32402,0.058807017543859655,4.035087719298246,57,1,Regular Customers
Hunter Glantz,16214.0,244,1532.9159,0.1306268656716418,3.343283582089552,67,0,High-Value Customers
Hunter Lopez,30246.0,207,7816.567779999999,0.11777358490566038,4.90566037735849,53,0,High-Value Customers
Ionia McGrath,9480.0,129,2447.97986,0.10517948717948719,3.8974358974358974,39,1,Regular Customers
Irene Maddox,19919.0,318,-680.30418,0.15651219512195122,4.158536585365853,82,0,High-Value Customers
Ivan Gibson,16151.0,234,1911.16818,0.11366233766233767,4.3896103896103895,77,0,High-Value Customers
Ivan Liston,12853.0,221,1181.07276,0.16565625,4.078125,64,1,Regular Customers
Jack Garza,15708.0,206,-922.2610199999999,0.18067741935483872,3.7096774193548385,62,1,Regular Customers
Jack Lebron,18673.0,281,1040.1775400000001,0.158,4.192771084337349,83,0,High-Value Customers
Jack O'Briant,13348.0,178,3045.2555,0.08333333333333333,3.980392156862745,51,1,Regular Customers
James Galang,21554.0,272,4549.1004,0.13915662650602412,3.9518072289156625,83,0,High-Value Customers
James Lanier,14847.0,174,1701.17116,0.13045283018867923,3.7735849056603774,53,1,Regular Customers
Jamie Frazer,20576.0,275,1722.6054,0.15472972972972973,4.513513513513513,74,0,High-Value Customers
Jamie Kunitz,12533.0,207,2763.7822,0.10280000000000002,3.78,50,1,Regular Customers
Jane Waco,30288.0,298,6265.8457,0.11493333333333335,3.6666666666666665,75,0,High-Value Customers
Janet Lee,20479.0,253,4730.68904,0.0771304347826087,4.188405797101449,69,0,High-Value Customers
Janet Martin,18017.0,244,1664.65432,0.16077611940298508,4.3283582089552235,67,0,High-Value Customers
Janet Molinari,16168.0,302,2780.094,0.10376623376623377,4.181818181818182,77,0,High-Value Customers
Jas O'Carroll,8819.0,164,1905.7893000000001,0.06754545454545455,3.3863636363636362,44,1,Regular Customers
Jason Fortune-,22817.0,296,2692.5273,0.13827397260273971,4.123287671232877,73,0,High-Value Customers
Jason Gross,13570.0,224,2254.6355,0.10690909090909091,3.7636363636363637,55,1,Regular Customers
Jason Klamczynski,17200.0,236,2022.38702,0.10619354838709678,2.661290322580645,62,0,High-Value Customers
Jasper Cacioppo,18443.0,264,337.791,0.2126027397260274,3.5616438356164384,73,0,High-Value Customers
Jay Fein,10818.0,215,-1874.6750000000002,0.24375,4.03125,64,1,Regular Customers
Jay Kimmel,13401.0,247,1550.04784,0.12032835820895524,3.5223880597014925,67,1,Regular Customers
Jenna Caffey,16161.0,242,1304.56232,0.14674666666666666,3.88,75,0,High-Value Customers
Jennifer Braxton,15258.0,235,2451.8621,0.1548219178082192,4.013698630136986,73,0,High-Value Customers
Jennifer Ferguson,22947.0,235,2666.84548,0.08821212121212121,3.742424242424242,66,0,High-Value Customers
Jennifer Halladay,12692.0,249,1590.6942000000001,0.12794871794871795,3.6538461538461537,78,0,High-Value Customers
Jennifer Jackson,12191.0,152,1022.6992,0.1626829268292683,4.609756097560975,41,1,Regular Customers
Jennifer Patt,14212.0,277,2079.42932,0.12082051282051282,4.333333333333333,78,0,High-Value Customers
Jeremy Ellison,6818.0,141,1318.1717,0.17209302325581396,4.6976744186046515,43,1,Regular Customers
Jeremy Farry,10722.0,178,1200.10256,0.08845614035087719,4.280701754385965,57,1,Regular Customers
Jeremy Lonsdale,11362.0,169,1186.2773,0.07395833333333333,4.166666666666667,48,1,Regular Customers
Jeremy Pistek,18659.0,266,3170.16016,0.11435135135135135,4.135135135135135,74,0,High-Value Customers
Jessica Myrick,7789.0,168,1358.9265,0.15490196078431373,4.7254901960784315,51,1,Regular Customers
Jesus Ocampo,8209.0,175,582.7569,0.1471698113207547,4.283018867924528,53,1,Regular Customers
Jill Fjeld,23621.0,274,4877.68546,0.12823076923076923,3.6666666666666665,78,0,High-Value Customers
Jill Matthias,14181.0,198,1716.7324,0.1046551724137931,4.155172413793103,58,1,Regular Customers
Jill Stevenson,10142.0,156,-161.19349999999997,0.2730612244897959,4.3061224489795915,49,1,Regular Customers
Jim Epp,13952.0,199,1371.9133000000002,0.24203125,3.25,64,1,Regular Customers
Jim Karlsson,17121.0,250,3976.3415999999997,0.09927536231884057,3.608695652173913,69,0,High-Value Customers
Jim Kriz,13071.0,157,2754.2758,0.1207906976744186,3.255813953488372,43,1,Regular Customers
Jim Mitchum,19899.0,275,1798.53406,0.12683333333333333,3.738095238095238,84,0,High-Value Customers
Jim Radford,15925.0,143,-760.4169000000002,0.085625,3.6875,48,1,Regular Customers
Jim Sink,16281.0,255,2350.4863,0.11739130434782608,3.9855072463768115,69,0,High-Value Customers
Jocasta Rupert,11242.0,129,932.5277600000001,0.16533333333333333,4.027777777777778,36,1,Regular Customers
Joe Elijah,22452.0,319,3620.8885,0.1875609756097561,3.7439024390243905,82,0,High-Value Customers
Joe Kamberova,26689.0,330,4373.5003,0.12846153846153846,3.681318681318681,91,0,High-Value Customers
Joel Eaton,21905.0,276,1528.78066,0.13751724137931035,4.689655172413793,87,0,High-Value Customers
Joel Jenkins,19993.0,264,1848.98628,0.13074698795180723,3.9397590361445785,83,0,High-Value Customers
John Castell,12298.0,178,1858.38624,0.13286792452830187,3.811320754716981,53,1,Regular Customers
John Dryer,11591.0,173,-1198.71274,0.22529166666666667,3.7916666666666665,48,1,Regular Customers
John Grady,22219.0,370,3280.7801,0.1196842105263158,4.073684210526316,95,0,High-Value Customers
John Huston,25947.0,289,5395.8237,0.11349397590361446,4.204819277108434,83,0,High-Value Customers
John Lee,25979.0,295,2393.002,0.1173611111111111,3.736111111111111,72,0,High-Value Customers
John Lucas,10503.0,169,354.24659999999994,0.214,2.96,50,1,Regular Customers
John Murray,22386.0,292,2318.1149,0.12405063291139241,3.2658227848101267,79,0,High-Value Customers
John Stevenson,12189.0,169,491.3969000000001,0.16333333333333333,3.2857142857142856,42,1,Regular Customers
Jonathan Doherty,19481.0,325,1726.7910200000001,0.09630232558139534,3.546511627906977,86,0,High-Value Customers
Jonathan Howell,16544.0,270,705.0602,0.1002469135802469,3.6049382716049383,81,0,High-Value Customers
Joni Blumstein,13339.0,205,1130.50616,0.1425762711864407,4.220338983050848,59,1,Regular Customers
Joni Sundaresam,6809.0,145,11.973400000000069,0.25754716981132075,3.547169811320755,53,1,Regular Customers
Joni Wasserman,10949.0,226,657.1068,0.18950000000000003,3.9,60,1,Regular Customers
Joseph Airdo,18169.0,254,842.3299999999999,0.17421052631578948,4.368421052631579,76,0,High-Value Customers
Joseph Holt,20939.0,317,386.67820000000006,0.12896470588235293,3.6823529411764704,85,0,High-Value Customers
Joy Bell-,24011.0,325,2867.92322,0.13585714285714284,3.9523809523809526,84,0,High-Value Customers
Joy Daniels,11346.0,221,-604.4102,0.2237313432835821,3.701492537313433,67,1,Regular Customers
Joy Smith,20793.0,258,-103.00052000000001,0.22174285714285716,4.4,70,0,High-Value Customers
Julia Barnett,17087.0,199,249.04518000000016,0.17782456140350875,4.368421052631579,57,1,Regular Customers
Julia Dunbar,11228.0,142,564.90306,0.14795833333333333,3.4791666666666665,48,1,Regular Customers
Julia West,20598.0,224,2950.0157,0.1137704918032787,4.032786885245901,61,0,High-Value Customers
Juliana Krohn,23136.0,287,1798.2473400000001,0.1567710843373494,4.698795180722891,83,0,High-Value Customers
Julie Creighton,14996.0,228,-1889.1059200000002,0.18431746031746032,4.0,63,1,Regular Customers
Julie Kriz,15648.0,216,1894.19924,0.11664615384615386,4.4,65,1,Regular Customers
Julie Prescott,14594.0,241,3479.0402,0.05671052631578948,3.6842105263157894,76,0,High-Value Customers
Justin Deggeller,23618.0,248,2625.31888,0.05932394366197183,4.23943661971831,71,0,High-Value Customers
Justin Ellison,12910.0,178,2928.30396,0.134,3.9622641509433962,53,1,Regular Customers
Justin Hirsh,23918.0,283,3994.6644,0.10938271604938271,3.5185185185185186,81,0,High-Value Customers
Justin MacKendrick,9027.0,170,1519.795,0.10456603773584905,3.7547169811320753,53,1,Regular Customers
Justin Ritter,13625.0,184,2884.286,0.11929824561403508,4.614035087719298,57,1,Regular Customers
Kalyca Meade,8643.0,172,369.5323,0.12255813953488372,4.5813953488372094,43,1,Regular Customers
Karen Bern,11846.0,174,2319.0706,0.09818181818181819,3.9272727272727272,55,1,Regular Customers
Karen Carlisle,10416.0,198,1979.5,0.23126984126984126,3.253968253968254,63,1,Regular Customers
Karen Daniels,24018.0,246,2890.6947000000005,0.133125,4.25,64,0,High-Value Customers
Karen Ferguson,18267.0,209,2385.1931,0.12048387096774194,3.7096774193548385,62,1,Regular Customers
Karen Seio,5325.0,147,1113.68218,0.07730232558139534,3.9767441860465116,43,1,Regular Customers
Karl Braun,17494.0,291,1785.86258,0.18098924731182797,4.043010752688172,93,0,High-Value Customers
Katharine Harms,18414.0,221,3611.0256,0.11381081081081082,3.891891891891892,74,0,High-Value Customers
Katherine Ducich,11696.0,141,2428.8306000000002,0.04666666666666667,3.8974358974358974,39,1,Regular Customers
Katherine Hughes,12210.0,225,1842.3875,0.10826666666666668,3.7066666666666666,75,1,Regular Customers
Katherine Murray,18522.0,254,1451.08384,0.14755555555555555,3.728395061728395,81,0,High-Value Customers
Katherine Nockton,19669.0,209,4145.19254,0.14223728813559322,4.5423728813559325,59,0,High-Value Customers
Katrina Bavinger,14027.0,247,618.2365,0.24529411764705883,3.661764705882353,68,1,Regular Customers
Katrina Edelman,13553.0,257,1286.54742,0.19662686567164178,3.253731343283582,67,1,Regular Customers
Katrina Willman,15747.0,193,3107.0106,0.1596551724137931,3.8448275862068964,58,1,Regular Customers
Kean Nguyen,18064.0,240,2257.2164,0.17712121212121212,4.166666666666667,66,0,High-Value Customers
Kean Takahito,17257.0,312,987.5934,0.19890243902439023,4.2682926829268295,82,0,High-Value Customers
Kean Thornton,8362.0,123,-617.9192,0.2091111111111111,4.311111111111111,45,1,Regular Customers
Keith Dawkins,26451.0,253,5486.1725,0.08602564102564103,3.9358974358974357,78,0,High-Value Customers
Keith Herrera,16890.0,281,2196.8332,0.07088607594936709,3.8860759493670884,79,0,High-Value Customers
Kelly Andreada,18876.0,301,1401.39752,0.09095348837209302,4.534883720930233,86,0,High-Value Customers
Kelly Collister,19401.0,196,2358.10316,0.14934545454545456,4.3090909090909095,55,1,Regular Customers
Kelly Lampkin,14248.0,279,738.7484,0.21651162790697676,3.953488372093023,86,0,High-Value Customers
Kelly Williams,11833.0,234,2371.1463,0.1396056338028169,4.126760563380282,71,1,Regular Customers
Ken Black,16602.0,266,1351.0226,0.1340909090909091,4.5,66,0,High-Value Customers
Ken Brennan,11465.0,178,1046.2450999999999,0.13428571428571429,3.7857142857142856,56,1,Regular Customers
Ken Dana,12553.0,224,1750.72552,0.18221428571428572,3.8035714285714284,56,1,Regular Customers
Ken Heidel,9021.0,204,1505.97316,0.16950877192982458,3.824561403508772,57,1,Regular Customers
Ken Lonsdale,24127.0,269,154.90049999999988,0.20353658536585367,4.121951219512195,82,0,High-Value Customers
Khloe Miller,10973.0,216,847.8977,0.16704918032786883,4.163934426229508,61,1,Regular Customers
Kimberly Carter,13923.0,212,2144.96274,0.09192452830188678,3.9056603773584904,53,1,Regular Customers
Kristen Hastings,19856.0,309,2370.5742,0.15022727272727274,4.1022727272727275,88,0,High-Value Customers
Kristina Nunn,10715.0,148,1698.5085000000001,0.13260869565217392,4.630434782608695,46,1,Regular Customers
Kunst Miller,16968.0,251,2759.1905,0.1391304347826087,4.898550724637682,69,0,High-Value Customers
Larry Blacks,14583.0,221,1664.49192,0.1391111111111111,3.2698412698412698,63,1,Regular Customers
Larry Hughes,8693.0,179,641.2019000000001,0.21603999999999998,3.7,50,1,Regular Customers
Larry Tron,18619.0,189,4213.65294,0.057178571428571426,3.5714285714285716,56,0,High-Value Customers
Laura Armstrong,27864.0,323,3962.3098,0.09604651162790698,4.0813953488372094,86,0,High-Value Customers
Laurel Beltran,26387.0,316,4303.23822,0.18765909090909091,3.8636363636363638,88,0,High-Value Customers
Laurel Elliston,11477.0,199,2025.0286,0.1178688524590164,3.9836065573770494,61,1,Regular Customers
Laurel Workman,10873.0,181,1148.80494,0.09765079365079365,4.2063492063492065,63,1,Regular Customers
Lauren Leatherbury,14939.0,220,894.9398600000001,0.08293939393939394,3.3181818181818183,66,1,Regular Customers
Lela Donovan,16181.0,260,1486.73868,0.17090140845070423,3.6901408450704225,71,0,High-Value Customers
Lena Cacioppo,11078.0,241,1176.76826,0.17124242424242422,4.075757575757576,66,1,Regular Customers
Lena Creighton,18889.0,248,1172.5113000000003,0.1552173913043478,3.739130434782609,69,0,High-Value Customers
Lena Hernandez,12941.0,229,997.38998,0.1708,4.054545454545455,55,1,Regular Customers
Lena Radford,22903.0,224,3371.71596,0.17464615384615384,3.3230769230769233,65,0,High-Value Customers
Linda Cazamias,16738.0,211,2273.42396,0.11644776119402984,3.3582089552238807,67,0,High-Value Customers
Linda Southworth,13145.0,201,-67.85193999999993,0.24387301587301585,4.126984126984127,63,1,Regular Customers
Lindsay Castell,14301.0,179,1420.7137,0.228,3.96,50,1,Regular Customers
Lindsay Shagiari,9366.0,192,1778.0724,0.16898305084745763,4.220338983050848,59,1,Regular Customers
Lindsay Williams,10982.0,179,1486.9264,0.16120689655172413,4.120689655172414,58,1,Regular Customers
Lisa DeCherney,11824.0,181,1165.43804,0.17072413793103447,4.068965517241379,58,1,Regular Customers
Lisa Hazard,9164.0,182,1338.0789000000002,0.15120930232558139,3.13953488372093,43,1,Regular Customers
Lisa Ryan,18799.0,243,2449.1383,0.10992307692307692,3.923076923076923,78,0,High-Value Customers
Liz Carlisle,20127.0,214,2847.60982,0.14300000000000002,4.275862068965517,58,0,High-Value Customers
Liz MacKendrick,15531.0,205,1868.1509999999998,0.07200000000000001,3.96,50,1,Regular Customers
Liz Pelletier,9465.0,197,-265.57719999999995,0.15833333333333335,3.7962962962962963,54,1,Regular Customers
Liz Preis,16611.0,239,2122.698,0.127943661971831,3.915492957746479,71,0,High-Value Customers
Liz Thompson,21217.0,288,3146.42816,0.14070270270270271,4.108108108108108,74,0,High-Value Customers
Liz Willingham,8045.0,126,1400.0412000000001,0.12560975609756098,4.2926829268292686,41,1,Regular Customers
Logan Currie,16082.0,257,1925.2869600000001,0.12822535211267608,4.71830985915493,71,0,High-Value Customers
Logan Haushalter,17288.0,233,1519.531,0.17333333333333334,3.5694444444444446,72,0,High-Value Customers
Lori Olson,13541.0,232,1788.7198,0.2106086956521739,3.927536231884058,69,1,Regular Customers
Luke Foster,13422.0,246,-3644.3475,0.23442622950819672,3.180327868852459,61,1,Regular Customers
Luke Schmidt,15599.0,208,1653.96822,0.164,3.793103448275862,58,1,Regular Customers
Luke Weiss,12051.0,193,849.3825400000001,0.13626415094339622,3.641509433962264,53,1,Regular Customers
Lycoris Saunders,11739.0,223,1377.4046799999999,0.2000506329113924,4.341772151898734,79,1,Regular Customers
Lynn Smith,11713.0,201,1498.1314,0.10740740740740741,3.3703703703703702,54,1,Regular Customers
Magdelene Morse,21226.0,225,4380.72512,0.07427272727272727,4.045454545454546,66,0,High-Value Customers
Marc Crier,15988.0,212,2113.4819,0.12730434782608696,3.101449275362319,69,0,High-Value Customers
Marc Harrigan,15401.0,255,2316.01286,0.0739375,4.03125,64,0,High-Value Customers
Maria Bertelson,21607.0,208,4622.34732,0.1257,3.65,60,0,High-Value Customers
Maria Etezadi,26252.0,296,3418.5585,0.13095238095238096,4.011904761904762,84,0,High-Value Customers
Maria Zettner,17960.0,179,2254.5034,0.11396226415094339,3.943396226415094,53,1,Regular Customers
Maribeth Dona,17829.0,252,1230.6333200000001,0.16622857142857142,4.171428571428572,70,0,High-Value Customers
Maribeth Schnelling,21681.0,280,3529.3421999999996,0.10911392405063293,4.291139240506329,79,0,High-Value Customers
Maribeth Yedwab,16472.0,207,3559.5073,0.2127142857142857,4.160714285714286,56,1,Regular Customers
Marina Lichtenstein,15555.0,205,1284.23268,0.08985964912280701,4.508771929824562,57,1,Regular Customers
Maris LaWare,15175.0,193,1154.1427999999999,0.175,3.8333333333333335,60,1,Regular Customers
Mark Cousins,16548.0,268,2851.25848,0.19767567567567568,4.162162162162162,74,0,High-Value Customers
Mark Haberlin,11304.0,216,1552.0084,0.06945205479452055,4.410958904109589,73,1,Regular Customers
Mark Hamilton,14724.0,203,527.0470200000001,0.142375,2.921875,64,1,Regular Customers
Mark Packer,12987.0,214,2172.9781,0.13315384615384615,4.211538461538462,52,1,Regular Customers
Mark Van Huff,11518.0,181,1810.6390999999999,0.14280701754385966,3.3157894736842106,57,1,Regular Customers
Mary O'Rourke,11126.0,187,519.0089,0.18164912280701753,3.491228070175439,57,1,Regular Customers
Mary Zewe,16577.0,269,1883.04214,0.17236363636363636,3.8181818181818183,77,0,High-Value Customers
MaryBeth Skach,14790.0,187,1987.37916,0.19434920634920635,3.888888888888889,63,1,Regular Customers
Mathew Reese,21575.0,267,3711.2306,0.04592105263157895,3.9210526315789473,76,0,High-Value Customers
Matt Abelman,12447.0,255,519.90348,0.19234146341463415,3.3780487804878048,82,0,High-Value Customers
Matt Collins,17897.0,277,1749.34736,0.16794666666666666,4.173333333333333,75,0,High-Value Customers
Matt Collister,11674.0,194,1907.18878,0.08916363636363636,3.8363636363636364,55,1,Regular Customers
Matt Connell,13230.0,198,1366.9685,0.1196896551724138,3.6551724137931036,58,1,Regular Customers
Matt Hagelstein,12217.0,174,274.89098,0.18126666666666666,3.966666666666667,60,1,Regular Customers
Matthew Clasen,21805.0,288,3643.2892,0.0685,4.25,80,0,High-Value Customers
Matthew Grinstein,13017.0,199,2205.32168,0.06768627450980393,3.784313725490196,51,1,Regular Customers
Maureen Fritzler,13529.0,199,1420.88584,0.1362857142857143,4.357142857142857,56,1,Regular Customers
Maureen Gastineau,20363.0,279,741.1927000000001,0.25144578313253013,3.9759036144578315,83,0,High-Value Customers
Maureen Gnade,18326.0,293,845.6976000000001,0.19418918918918918,4.0675675675675675,74,0,High-Value Customers
Maurice Satty,10031.0,194,1152.74306,0.1238032786885246,4.016393442622951,61,1,Regular Customers
Max Engle,9924.0,224,673.2612,0.13319444444444445,3.5694444444444446,72,1,Regular Customers
Max Jones,16486.0,193,2437.6299,0.2217666666666667,4.4,60,1,Regular Customers
Max Ludwig,15534.0,216,1837.7616,0.11285714285714286,4.333333333333333,63,1,Regular Customers
Maxwell Schwartz,17928.0,259,2851.78544,0.1244109589041096,4.178082191780822,73,0,High-Value Customers
Maya Herman,13592.0,220,1470.52944,0.08087096774193549,3.0483870967741935,62,1,Regular Customers
Meg O'Connel,18003.0,230,3104.0855,0.10379310344827586,4.0,58,0,High-Value Customers
Meg Tillman,15346.0,197,793.4146000000001,0.15135593220338983,3.6610169491525424,59,1,Regular Customers
Melanie Seite,16104.0,231,2060.2845,0.178,3.9857142857142858,70,0,High-Value Customers
Michael Chen,15939.0,185,1213.00542,0.13867692307692306,3.646153846153846,65,1,Regular Customers
Michael Dominguez,22427.0,250,3772.40044,0.11884745762711865,4.169491525423729,59,0,High-Value Customers
Michael Grace,14532.0,211,-117.61077999999989,0.16249180327868853,4.278688524590164,61,1,Regular Customers
Michael Granlund,13185.0,226,-999.7799,0.23365079365079366,4.174603174603175,63,1,Regular Customers
Michael Kennedy,14447.0,292,-210.64000000000004,0.2304054054054054,3.7567567567567566,74,0,High-Value Customers
Michael Moore,21730.0,271,2058.909,0.11474358974358975,4.1923076923076925,78,0,High-Value Customers
Michael Nguyen,15047.0,212,1392.17082,0.22858181818181816,3.9454545454545453,55,1,Regular Customers
Michael Oakman,5464.0,79,286.2586,0.13448275862068965,5.0,29,1,Regular Customers
Michael Paige,17796.0,314,1632.695,0.18648936170212768,4.138297872340425,94,0,High-Value Customers
Michael Stewart,17869.0,259,1247.3462000000002,0.1677922077922078,3.961038961038961,77,0,High-Value Customers
Michelle Arnett,11933.0,199,1102.67554,0.11952542372881356,3.6271186440677967,59,1,Regular Customers
Michelle Ellison,10708.0,148,655.2183200000001,0.10106122448979592,4.163265306122449,49,1,Regular Customers
Michelle Huthwaite,12851.0,191,861.1837,0.131,3.92,50,1,Regular Customers
Michelle Lonsdale,10367.0,149,1962.8392000000001,0.1174468085106383,4.170212765957447,47,1,Regular Customers
Michelle Moray,13089.0,210,1262.7827,0.16666666666666666,4.181818181818182,66,1,Regular Customers
Michelle Tran,17779.0,253,-1788.0442,0.2101470588235294,4.544117647058823,68,1,Regular Customers
Mick Brown,16451.0,226,2595.96358,0.16346478873239437,4.056338028169014,71,0,High-Value Customers
Mick Crebagga,12014.0,228,336.1498,0.1417741935483871,3.8870967741935485,62,1,Regular Customers
Mick Hernandez,13275.0,220,1488.1886,0.13516417910447762,4.074626865671642,67,1,Regular Customers
Mike Caudle,9355.0,214,796.6315,0.09543859649122807,4.385964912280702,57,1,Regular Customers
Mike Gockenbach,23378.0,185,6458.6762,0.19941176470588234,3.450980392156863,51,0,High-Value Customers
Mike Kennedy,12741.0,278,758.5966,0.1671951219512195,3.707317073170732,82,0,High-Value Customers
Mike Pelletier,24216.0,276,532.5997000000001,0.15036585365853658,3.9390243902439024,82,0,High-Value Customers
Mike Vittorini,19572.0,223,1360.0398,0.1298709677419355,3.9516129032258065,62,1,Regular Customers
Mitch Gastineau,18010.0,218,1822.4352999999999,0.11988235294117645,3.911764705882353,68,0,High-Value Customers
Mitch Webber,23070.0,273,4086.5403,0.16783783783783784,3.5675675675675675,74,0,High-Value Customers
Mitch Willingham,19008.0,217,145.51290000000014,0.17227272727272727,4.46969696969697,66,1,Regular Customers
Monica Federle,21944.0,295,2573.3404,0.10072093023255815,4.883720930232558,86,0,High-Value Customers
Muhammed Lee,15851.0,236,2314.36396,0.08442253521126761,3.4788732394366195,71,0,High-Value Customers
Muhammed MacIntyre,10720.0,187,2166.4666,0.1009090909090909,3.6545454545454548,55,1,Regular Customers
Muhammed Yedwab,29644.0,351,2642.6540800000002,0.15483333333333335,3.9166666666666665,108,0,High-Value Customers
Nancy Lomonaco,10840.0,162,-566.9291000000001,0.1686046511627907,3.0697674418604652,43,1,Regular Customers
Naresj Patel,13118.0,211,1804.326,0.11692307692307692,3.6307692307692307,65,1,Regular Customers
